Resetting envs
Envs resetted
Total steps: 25476000
Total steps: 25478400
Total steps: 25480800
Total steps: 25483200
Total steps: 25485600
Total steps: 25488000
Total steps: 25490400
Total steps: 25492800
Total steps: 25495200
Total steps: 25497600
Total steps: 25500000
Total steps: 25502400
Total steps: 25504800
Total steps: 25507200
Total steps: 25509600
Total steps: 25512000
Total steps: 25514400
Total steps: 25516800
Total steps: 25519200
Total steps: 25521600
Total steps: 25524000
Total steps: 25526400
Total steps: 25528800
Total steps: 25531200
Total steps: 25533600
Total steps: 25536000
Total steps: 25538400
Total steps: 25540800
Total steps: 25543200
Total steps: 25545600
Total steps: 25548000
Total steps: 25550400
Total steps: 25552800
Total steps: 25555200
Total steps: 25557600
Total steps: 25560000
Total steps: 25562400
Total steps: 25564800
Total steps: 25567200
Total steps: 25569600
Total steps: 25572000
Total steps: 25574400
Total steps: 25576800
Total steps: 25579200
Total steps: 25581600
Total steps: 25584000
Total steps: 25586400
Total steps: 25588800
Total steps: 25591200
Total steps: 25593600
Total steps: 25596000
Total steps: 25598400
Total steps: 25600800
Total steps: 25603200
Total steps: 25605600
Total steps: 25608000
Total steps: 25610400
Total steps: 25612800
Total steps: 25615200
Total steps: 25617600
Total steps: 25620000
Total steps: 25622400
Total steps: 25624800
Total steps: 25627200
Total steps: 25629600
Total steps: 25632000
Total steps: 25634400
Total steps: 25636800
Total steps: 25639200
Total steps: 25641600
Total steps: 25644000
Total steps: 25646400
Total steps: 25648800
Total steps: 25651200
Total steps: 25653600
Total steps: 25656000
Total steps: 25658400
Total steps: 25660800
Total steps: 25663200
Total steps: 25665600
Total steps: 25668000
Total steps: 25670400
Total steps: 25672800
Total steps: 25675200
Total steps: 25677600
Total steps: 25680000
Total steps: 25682400
Total steps: 25684800
Total steps: 25687200
Total steps: 25689600
Total steps: 25692000
Total steps: 25694400
Total steps: 25696800
Total steps: 25699200
Total steps: 25701600
Total steps: 25704000
Total steps: 25706400
Total steps: 25708800
Total steps: 25711200
Total steps: 25713600
Total steps: 25716000
Total steps: 25718400
Total steps: 25720800
Total steps: 25723200
Total steps: 25725600
Total steps: 25728000
Total steps: 25730400
Total steps: 25732800
Total steps: 25735200
Total steps: 25737600
Total steps: 25740000
Total steps: 25742400
Total steps: 25744800
Total steps: 25747200
Total steps: 25749600
Total steps: 25752000
Total steps: 25754400
Total steps: 25756800
Total steps: 25759200
Total steps: 25761600
Total steps: 25764000
Total steps: 25766400
Total steps: 25768800
Total steps: 25771200
Total steps: 25773600
Total steps: 25776000
Total steps: 25778400
Total steps: 25780800
Total steps: 25783200
Total steps: 25785600
Total steps: 25788000
Total steps: 25790400
Total steps: 25792800
Total steps: 25795200
Total steps: 25797600
Total steps: 25800000
Total steps: 25802400
Total steps: 25804800
Total steps: 25807200
Total steps: 25809600
Total steps: 25812000
Total steps: 25814400
Total steps: 25816800
Total steps: 25819200
Total steps: 25821600
Total steps: 25824000
Total steps: 25826400
Total steps: 25828800
Total steps: 25831200
Total steps: 25833600
Total steps: 25836000
Total steps: 25838400
Total steps: 25840800
Total steps: 25843200
Total steps: 25845600
Total steps: 25848000
Total steps: 25850400
Total steps: 25852800
Total steps: 25855200
Total steps: 25857600
Total steps: 25860000
Total steps: 25862400
Total steps: 25864800
Total steps: 25867200
Total steps: 25869600
Total steps: 25872000
Total steps: 25874400
Total steps: 25876800
Total steps: 25879200
Total steps: 25881600
Total steps: 25884000
Total steps: 25886400
Total steps: 25888800
Total steps: 25891200
Total steps: 25893600
Total steps: 25896000
Total steps: 25898400
Total steps: 25900800
Total steps: 25903200
Total steps: 25905600
Total steps: 25908000
Total steps: 25910400
Total steps: 25912800
Total steps: 25915200
Total steps: 25917600
Total steps: 25920000
Total steps: 25922400
Total steps: 25924800
Total steps: 25927200
Total steps: 25929600
Total steps: 25932000
Total steps: 25934400
Total steps: 25936800
Total steps: 25939200
Total steps: 25941600
Total steps: 25944000
Total steps: 25946400
Total steps: 25948800
Total steps: 25951200
Total steps: 25953600
Total steps: 25956000
Total steps: 25958400
Total steps: 25960800
Total steps: 25963200
Total steps: 25965600
Total steps: 25968000
Total steps: 25970400
Total steps: 25972800
Total steps: 25975200
Total steps: 25977600
Total steps: 25980000
Total steps: 25982400
Total steps: 25984800
Total steps: 25987200
Total steps: 25989600
Total steps: 25992000
Total steps: 25994400
Total steps: 25996800
Total steps: 25999200
Total steps: 26001600
Total steps: 26004000
Total steps: 26006400
Total steps: 26008800
Total steps: 26011200
Total steps: 26013600
Total steps: 26016000
Total steps: 26018400
Total steps: 26020800
Total steps: 26023200
Total steps: 26025600
Total steps: 26028000
Total steps: 26030400
Total steps: 26032800
Total steps: 26035200
Total steps: 26037600
Total steps: 26040000
Total steps: 26042400
Total steps: 26044800
Total steps: 26047200
Total steps: 26049600
Total steps: 26052000
Total steps: 26054400
Total steps: 26056800
Total steps: 26059200
Total steps: 26061600
Total steps: 26064000
Total steps: 26066400
Total steps: 26068800
Total steps: 26071200
Total steps: 26073600
Total steps: 26076000
Total steps: 26078400
Total steps: 26080800
Total steps: 26083200
Total steps: 26085600
Total steps: 26088000
Total steps: 26090400
Total steps: 26092800
Total steps: 26095200
Total steps: 26097600
Total steps: 26100000
Total steps: 26102400
Total steps: 26104800
Total steps: 26107200
Total steps: 26109600
Total steps: 26112000
Total steps: 26114400
Total steps: 26116800
Total steps: 26119200
Total steps: 26121600
Total steps: 26124000
Total steps: 26126400
Total steps: 26128800
Total steps: 26131200
Total steps: 26133600
Total steps: 26136000
Total steps: 26138400
Total steps: 26140800
Total steps: 26143200
Total steps: 26145600
Total steps: 26148000
Total steps: 26150400
Total steps: 26152800
Total steps: 26155200
Total steps: 26157600
Total steps: 26160000
Total steps: 26162400
Total steps: 26164800
Total steps: 26167200
Total steps: 26169600
Total steps: 26172000
Total steps: 26174400
Total steps: 26176800
Total steps: 26179200
Total steps: 26181600
Total steps: 26184000
Total steps: 26186400
Total steps: 26188800
Total steps: 26191200
Total steps: 26193600
Total steps: 26196000
Total steps: 26198400
Total steps: 26200800
Total steps: 26203200
Total steps: 26205600
Total steps: 26208000
Total steps: 26210400
Total steps: 26212800
Total steps: 26215200
Total steps: 26217600
Total steps: 26220000
Total steps: 26222400
Total steps: 26224800
Total steps: 26227200
Total steps: 26229600
Total steps: 26232000
Total steps: 26234400
Total steps: 26236800
Total steps: 26239200
Total steps: 26241600
Total steps: 26244000
Total steps: 26246400
Total steps: 26248800
Total steps: 26251200
Total steps: 26253600
Total steps: 26256000
Total steps: 26258400
Total steps: 26260800
Total steps: 26263200
Total steps: 26265600
Total steps: 26268000
Total steps: 26270400
Total steps: 26272800
Total steps: 26275200
Total steps: 26277600
Total steps: 26280000
Total steps: 26282400
Total steps: 26284800
Total steps: 26287200
Total steps: 26289600
Total steps: 26292000
Total steps: 26294400
Total steps: 26296800
Total steps: 26299200
Total steps: 26301600
Total steps: 26304000
Total steps: 26306400
Total steps: 26308800
Total steps: 26311200
Total steps: 26313600
Total steps: 26316000
Total steps: 26318400
Total steps: 26320800
Total steps: 26323200
Total steps: 26325600
Total steps: 26328000
Total steps: 26330400
Total steps: 26332800
Total steps: 26335200
Total steps: 26337600
Total steps: 26340000
Total steps: 26342400
Total steps: 26344800
Total steps: 26347200
Total steps: 26349600
Total steps: 26352000
Total steps: 26354400
Total steps: 26356800
Total steps: 26359200
Total steps: 26361600
Total steps: 26364000
Total steps: 26366400
Total steps: 26368800
Total steps: 26371200
Total steps: 26373600
Total steps: 26376000
Total steps: 26378400
Total steps: 26380800
Total steps: 26383200
Total steps: 26385600
Total steps: 26388000
Total steps: 26390400
Total steps: 26392800
Total steps: 26395200
Total steps: 26397600
Total steps: 26400000
Total steps: 26402400
Total steps: 26404800
Total steps: 26407200
Total steps: 26409600
Total steps: 26412000
Total steps: 26414400
Total steps: 26416800
Total steps: 26419200
Total steps: 26421600
Total steps: 26424000
Total steps: 26426400
Total steps: 26428800
Total steps: 26431200
Total steps: 26433600
Total steps: 26436000
Total steps: 26438400
Total steps: 26440800
Total steps: 26443200
Total steps: 26445600
Total steps: 26448000
Total steps: 26450400
Total steps: 26452800
Total steps: 26455200
Total steps: 26457600
Total steps: 26460000
Total steps: 26462400
Total steps: 26464800
Total steps: 26467200
Total steps: 26469600
Total steps: 26472000
Total steps: 26474400
Total steps: 26476800
Total steps: 26479200
Total steps: 26481600
Total steps: 26484000
Total steps: 26486400
Total steps: 26488800
Total steps: 26491200
Total steps: 26493600
Total steps: 26496000
Total steps: 26498400
Total steps: 26500800
Total steps: 26503200
Total steps: 26505600
Total steps: 26508000
Total steps: 26510400
Total steps: 26512800
Total steps: 26515200
Total steps: 26517600
Total steps: 26520000
Total steps: 26522400
Total steps: 26524800
Total steps: 26527200
Total steps: 26529600
Total steps: 26532000
Total steps: 26534400
Total steps: 26536800
Total steps: 26539200
Total steps: 26541600
Total steps: 26544000
Total steps: 26546400
Total steps: 26548800
Total steps: 26551200
Total steps: 26553600
Total steps: 26556000
Total steps: 26558400
Total steps: 26560800
Total steps: 26563200
Total steps: 26565600
Total steps: 26568000
Total steps: 26570400
Total steps: 26572800
Total steps: 26575200
Total steps: 26577600
Total steps: 26580000
Total steps: 26582400
Total steps: 26584800
Total steps: 26587200
Total steps: 26589600
Total steps: 26592000
Total steps: 26594400
Total steps: 26596800
Total steps: 26599200
Total steps: 26601600
Total steps: 26604000
Total steps: 26606400
Total steps: 26608800
Total steps: 26611200
Total steps: 26613600
Total steps: 26616000
Total steps: 26618400
Total steps: 26620800
Total steps: 26623200
Total steps: 26625600
Total steps: 26628000
Total steps: 26630400
Total steps: 26632800
Total steps: 26635200
Total steps: 26637600
Total steps: 26640000
Total steps: 26642400
Total steps: 26644800
Total steps: 26647200
Total steps: 26649600
Total steps: 26652000
Total steps: 26654400
Total steps: 26656800
Total steps: 26659200
Total steps: 26661600
Total steps: 26664000
Total steps: 26666400
Total steps: 26668800
Total steps: 26671200
Total steps: 26673600
Total steps: 26676000
Total steps: 26678400
Total steps: 26680800
Total steps: 26683200
Total steps: 26685600
Total steps: 26688000
Total steps: 26690400
Total steps: 26692800
Total steps: 26695200
Total steps: 26697600
Total steps: 26700000
Total steps: 26702400
Total steps: 26704800
Total steps: 26707200
Total steps: 26709600
Total steps: 26712000
Total steps: 26714400
Total steps: 26716800
Total steps: 26719200
Total steps: 26721600
Total steps: 26724000
Total steps: 26726400
Total steps: 26728800
Total steps: 26731200
Total steps: 26733600
Total steps: 26736000
Total steps: 26738400
Total steps: 26740800
Total steps: 26743200
Total steps: 26745600
Total steps: 26748000
Total steps: 26750400
Total steps: 26752800
Total steps: 26755200
Total steps: 26757600
Total steps: 26760000
Total steps: 26762400
Total steps: 26764800
Total steps: 26767200
Total steps: 26769600
Total steps: 26772000
Total steps: 26774400
Total steps: 26776800
Total steps: 26779200
Total steps: 26781600
Total steps: 26784000
Total steps: 26786400
Total steps: 26788800
Total steps: 26791200
Total steps: 26793600
Total steps: 26796000
Total steps: 26798400
Total steps: 26800800
Total steps: 26803200
Total steps: 26805600
Total steps: 26808000
Total steps: 26810400
Total steps: 26812800
Total steps: 26815200
Total steps: 26817600
Total steps: 26820000
Total steps: 26822400
Total steps: 26824800
Total steps: 26827200
Total steps: 26829600
Total steps: 26832000
Total steps: 26834400
Total steps: 26836800
Total steps: 26839200
Total steps: 26841600
Total steps: 26844000
Total steps: 26846400
Total steps: 26848800
Total steps: 26851200
Total steps: 26853600
Total steps: 26856000
Total steps: 26858400
Total steps: 26860800
Total steps: 26863200
Total steps: 26865600
Total steps: 26868000
Total steps: 26870400
Total steps: 26872800
Total steps: 26875200
Total steps: 26877600
Total steps: 26880000
Total steps: 26882400
Total steps: 26884800
Total steps: 26887200
Total steps: 26889600
Total steps: 26892000
Total steps: 26894400
Total steps: 26896800
Total steps: 26899200
Total steps: 26901600
Total steps: 26904000
Total steps: 26906400
Total steps: 26908800
Total steps: 26911200
Total steps: 26913600
Total steps: 26916000
Total steps: 26918400
Total steps: 26920800
Total steps: 26923200
Total steps: 26925600
Total steps: 26928000
Total steps: 26930400
Total steps: 26932800
Total steps: 26935200
Total steps: 26937600
Total steps: 26940000
Total steps: 26942400
Total steps: 26944800
Total steps: 26947200
Total steps: 26949600
Total steps: 26952000
Total steps: 26954400
Total steps: 26956800
Total steps: 26959200
Total steps: 26961600
Total steps: 26964000
Total steps: 26966400
Total steps: 26968800
Total steps: 26971200
Total steps: 26973600
Total steps: 26976000
Total steps: 26978400
Total steps: 26980800
Total steps: 26983200
Total steps: 26985600
Total steps: 26988000
Total steps: 26990400
Total steps: 26992800
Total steps: 26995200
Total steps: 26997600
Total steps: 27000000
Total steps: 27002400
Total steps: 27004800
Total steps: 27007200
Total steps: 27009600
Total steps: 27012000
Total steps: 27014400
Total steps: 27016800
Total steps: 27019200
Total steps: 27021600
Total steps: 27024000
Total steps: 27026400
Total steps: 27028800
